ID,Target,stat_mean,stat_std,stat_variance,stat_median,stat_min,stat_max,stat_range,stat_skewness,stat_kurtosis,stat_energy,stat_rms,stat_p10,stat_p25,stat_p75,stat_p90,stat_iqr,glcm_contrast_d1_a0,glcm_contrast_d1_a45,glcm_contrast_d1_a90,glcm_contrast_d1_a135,glcm_contrast_d3_a0,glcm_contrast_d3_a45,glcm_contrast_d3_a90,glcm_contrast_d3_a135,glcm_contrast_d5_a0,glcm_contrast_d5_a45,glcm_contrast_d5_a90,glcm_contrast_d5_a135,glcm_dissimilarity_d1_a0,glcm_dissimilarity_d1_a45,glcm_dissimilarity_d1_a90,glcm_dissimilarity_d1_a135,glcm_dissimilarity_d3_a0,glcm_dissimilarity_d3_a45,glcm_dissimilarity_d3_a90,glcm_dissimilarity_d3_a135,glcm_dissimilarity_d5_a0,glcm_dissimilarity_d5_a45,glcm_dissimilarity_d5_a90,glcm_dissimilarity_d5_a135,glcm_homogeneity_d1_a0,glcm_homogeneity_d1_a45,glcm_homogeneity_d1_a90,glcm_homogeneity_d1_a135,glcm_homogeneity_d3_a0,glcm_homogeneity_d3_a45,glcm_homogeneity_d3_a90,glcm_homogeneity_d3_a135,glcm_homogeneity_d5_a0,glcm_homogeneity_d5_a45,glcm_homogeneity_d5_a90,glcm_homogeneity_d5_a135,glcm_energy_d1_a0,glcm_energy_d1_a45,glcm_energy_d1_a90,glcm_energy_d1_a135,glcm_energy_d3_a0,glcm_energy_d3_a45,glcm_energy_d3_a90,glcm_energy_d3_a135,glcm_energy_d5_a0,glcm_energy_d5_a45,glcm_energy_d5_a90,glcm_energy_d5_a135,glcm_correlation_d1_a0,glcm_correlation_d1_a45,glcm_correlation_d1_a90,glcm_correlation_d1_a135,glcm_correlation_d3_a0,glcm_correlation_d3_a45,glcm_correlation_d3_a90,glcm_correlation_d3_a135,glcm_correlation_d5_a0,glcm_correlation_d5_a45,glcm_correlation_d5_a90,glcm_correlation_d5_a135,glcm_ASM_d1_a0,glcm_ASM_d1_a45,glcm_ASM_d1_a90,glcm_ASM_d1_a135,glcm_ASM_d3_a0,glcm_ASM_d3_a45,glcm_ASM_d3_a90,glcm_ASM_d3_a135,glcm_ASM_d5_a0,glcm_ASM_d5_a45,glcm_ASM_d5_a90,glcm_ASM_d5_a135,fft_mean_magnitude,fft_std_magnitude,fft_max_magnitude,fft_min_magnitude,fft_dc_magnitude,fft_mean_magnitude_no_dc,fft_std_magnitude_no_dc,fft_spectral_energy,fft_mag_p10,fft_mag_p25,fft_mag_p50,fft_mag_p75,fft_mag_p90
1224,0,-3.7162401348084675,15.522407974556682,240.94514932858087,0.27132449429131533,-56.55909444556123,30.87383798401344,87.43293242957466,-1.78116339907408,2.345672135977275,880435.3192754991,15.961064816237734,-35.28347272062558,-2.8209738276812675,3.7902891472611167,8.071920678671002,6.611262974942385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.1104736202849,877.9528310418788,19499.510208921034,7.123798443569755,12843.325905898064,327.39423348547643,851.77429637201,3042784463.416125,79.4567405623633,132.70431668222514,220.16623270381143,337.22797648077545,483.91472815874863
1225,0,-3.755646411785585,16.443171220700503,270.3778797932733,0.6000434229091118,-62.18028254811362,53.43969934221419,115.61998189032781,-1.7645055588865308,2.3033796081089735,983172.4177431093,16.866616725461903,-37.2674215401334,-2.897346089496882,4.298262222321144,8.779431644183573,7.195608311818026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.4213467264247,925.2763054033271,19753.889086874242,2.6840419524484065,12979.513999130979,352.66570031463914,900.0293641804902,3397843875.720186,91.39117017739667,153.91055476171869,244.72010077798387,357.13849624799855,521.057356280079
1226,0,-3.9895790027202644,15.449080086612486,238.67407552256645,0.033720296977901895,-58.48654133809411,39.70104323693641,98.18758457503051,-1.8450394662273175,2.4938965389767143,879865.8605850686,15.955902235270587,-36.11108771996817,-2.7111679414347507,3.39968419393399,7.323214885537524,6.110852135368741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.4598799078365,880.4768972977522,19102.119604273896,2.978830117094376,13787.985033401234,319.47030090511623,850.1742949804965,3040816414.1819973,81.837115601395,131.2190372724877,217.54803153952227,323.43334727921365,492.277679321569
1227,0,-3.8408433640848822,15.439795772609271,238.38729349988313,0.25604301371442517,-59.97590367770638,27.481416918408183,87.45732059611456,-1.8446691787344058,2.49000092694122,874849.6670307312,15.910354215017277,-35.71692430779001,-2.8018716721018797,3.648728013802046,7.42291251101352,6.450599685903926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.6902484893074,876.7984540757952,18795.919031506506,3.4636919853130235,13273.954666277354,321.8494051252225,848.6927870296392,3023480449.2582073,78.32989603240041,132.5190381620589,217.63958998117744,332.93792310430183,482.5994336730248
1228,2,-4.293986568562726,17.97599009253627,323.1362198069622,0.8060860753632563,-64.382027691113,42.99481834536297,107.37684603647597,-1.8525107606830116,2.300226018429993,1180481.611822707,18.481735320525484,-42.588434328169015,-2.5909812520934534,4.4931458639318524,8.6849981632759,7.084127116025305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.1978171117659,1020.028237595164,22851.416875790877,1.5937233812997769,14840.017580952783,369.9038305432033,989.9141032444816,4079744450.4592752,106.51527047637407,176.4948135562468,272.183903796602,379.9580724333563,496.7125189544597
1229,1,-4.553817692336189,17.661859075924813,311.94126601782773,0.812239325375028,-65.21156733617623,52.79033502757323,118.00190236374945,-1.9140077963405167,2.487998813216879,1149736.9706249302,18.23947700985041,-42.01017551253098,-2.160136561234409,3.8415442364126435,7.143129612502692,6.001680797647053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.82138370260395,1014.9603643487496,23216.45389347294,3.5604665560316016,15737.993944713868,341.2675660102678,980.6148396526743,3973490970.4797587,94.01538849114964,152.7159665142108,241.21823060260732,351.99941913098667,467.39159088972275
123,1,-4.945673320640599,13.97947516668838,195.4257259360571,-0.0692984563677912,-55.43402815392389,13.762823970391118,69.196852124315,-2.146776716607449,3.0358255474166844,759923.9787935922,14.828533660836236,-34.53589625476796,-1.6462873965274243,1.4466115877428507,2.9254095177049604,3.092898984270275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.65454912281132,840.3928537679859,18171.08312704511,1.8737005653214653,17092.24699613391,226.70887580217072,789.9331582276626,2626297270.7106547,54.89922086533179,91.90163788339447,143.38093423098033,208.1659195137358,283.62708357093584
1230,0,-3.731365153825357,15.463912576353648,239.13259216910853,0.10730071366341626,-59.59354313986339,41.10930787215028,100.70285101201367,-1.7689211568565464,2.3953900416722025,874560.4234454847,15.907723849762125,-35.48703516803194,-2.775409488417046,3.6934197546081453,7.842039261439027,6.4688292430251915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.6059628323758,872.500343398886,19406.14538329289,3.055779700501036,12895.597971620435,332.87459767855046,845.953155178691,3022480823.427595,89.47947047040799,147.0307191958234,230.6737836770799,341.692679236016,489.59270601611337
1231,0,-3.9066732084626095,15.186391862854942,230.6264978121868,0.06345868444266231,-58.52888369600005,27.95391776084042,86.48280145684046,-1.8559462498951091,2.46837849716837,849790.9786863963,15.68083522551992,-35.11701658291642,-2.8708334344458293,3.5873014334728177,7.718634860492758,6.4581348679186465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.6037087211601,865.7673303552191,19197.85394281127,3.190159659523427,13501.462608446778,312.6970355126975,836.2211073756081,2936877622.3401856,81.60835588433297,132.7698218840001,215.71027113865682,314.64373514776,438.90173558398453
1232,1,-2.804942407551264,7.511613271443967,56.424333939733145,-0.048453627343766445,-35.45424215919603,6.690661522427892,42.144903681623916,-2.5330814169446874,5.041051048065336,222193.27589557,8.018231466440254,-16.499875744260457,-0.24499363613971775,0.12987330620450951,0.28156260774744013,0.37486694234422724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.57887061901553,440.95890484132786,9693.880960497168,3.9869409719422038,9693.880960497168,163.7739282114643,410.098279115999,767899961.4950898,48.33409488933761,75.8651917146792,111.4879978380558,166.06926832574018,227.08034059626053
1233,0,-3.810306916458047,16.306935597349085,265.9161485760908,0.48395811272720834,-61.11465693139067,39.87033943677787,100.98499636816854,-1.7699937557617407,2.2799958692423647,969181.933963503,16.746181277344956,-37.454047311291575,-3.0259391004728395,4.22208368675825,8.626745854321538,7.24802278723109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.4421772689334,919.6033547133103,19388.95701827955,4.601317167791063,13168.420703279005,347.6318703524754,893.3970518163856,3349492763.7778664,92.0189365673155,154.1452733303547,245.8487585599603,360.7395497998623,514.5973829138313
1234,0,-3.8198726890211065,16.32955744975218,266.65444650475695,0.4417086843686252,-63.005087540735545,59.15037356784485,122.1554611085804,-1.7859062133498356,2.4099286934928736,971985.7400777383,16.77038681322188,-37.620322517519895,-2.947026113765808,4.223789141392582,8.260680601643456,7.17081525515839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.3299675367856,920.7873446422176,20137.459729488808,2.4293888598454596,13201.480013256943,348.5100948477645,894.4822418078754,3359182717.708664,87.91341936221593,151.20499120496245,242.47745408550915,361.2099614232584,511.5824732885762
1235,0,-3.669877536834764,16.242711346003176,263.82567186958033,0.39692736363642545,-59.379436960893706,35.73098075451895,95.11041771541267,-1.770476088187475,2.2529829426126415,958326.9339050886,16.652137190311176,-37.58694027848314,-3.019021306758204,4.72280543746583,8.866003072143014,7.741826744224034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.79098909461857,914.6976439411478,19749.72372754447,8.54883595401245,12683.096767300947,345.12111155778376,890.3218184108426,3311977883.575987,88.63518100767858,144.77334583708245,234.18081322926793,358.6346875331094,517.613613611419
1236,0,-3.691863489805309,16.01967131633841,256.62986908351564,0.4798634804274051,-58.371172266614806,33.095706464551256,91.46687873116606,-1.7675012284050053,2.257557448933592,934017.6099831773,16.439578008905006,-37.147132499034086,-2.9686188647192067,4.202723443577252,8.559856276786807,7.171342308296459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.43803658609073,902.9839693681699,19096.508530314575,4.569901763356639,12759.08022076715,340.7461730962855,877.9549379511834,3227964860.10186,98.42335542809032,154.7313640145695,241.82329078111405,337.498639309108,488.6700746234997
1237,0,-3.620503158987728,16.52138118287219,272.9560361897633,0.46284104432599704,-57.97333399461772,33.42170819933235,91.39504219395008,-1.7506185783936,2.221736352771835,988637.4581091958,16.913428963814624,-37.60900723600665,-2.973938831046641,4.660903342407694,9.5927284645487,7.634842173454335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.4647933134101,925.8815970292652,19773.532208393048,3.427166549294362,12512.458917461587,358.8442901544224,902.5335653012527,3416731055.2253804,94.3925781953273,154.01200007996792,248.17813742071706,364.8274839972214,520.7768075153866
1238,0,-3.8317080191765056,16.432718973239925,270.0342528534794,0.43483229539289314,-61.8752708448212,39.063205822660656,100.93847666748186,-1.7774441713139144,2.333923956017574,983979.3226672546,16.873536653520535,-37.28904844841863,-2.9831692408987704,4.447595866875044,8.33925199516094,7.430765107773815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.83669767249836,926.7032502627125,20022.174908610694,8.345208130322794,13242.382914274007,350.00498965332184,900.4081769283323,3400632539.138032,94.88966327416192,154.7110167472511,242.50759503751755,356.725809640468,495.66390273538144
1239,0,-3.871866224189572,15.48703010891048,239.84810159429975,0.011593708899837851,-60.5914214285239,35.145120619569795,95.7365420480937,-1.8150253636967768,2.4387813712946027,880725.1379984173,15.963691604773622,-35.421618619780034,-2.856557574740104,3.6325110895441552,7.85209722155971,6.489068664284259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.82348897805616,879.3502704114392,19237.360421755875,2.835940257340992,13381.169670799158,323.9516227538666,850.8644928688918,3043786076.922529,75.55931266277335,138.20649007569529,215.30052679657555,330.18599788437535,490.5117512374623
124,1,-4.545532611637226,17.0918533736114,292.13145174503137,0.40457366371716763,-62.32565865399529,39.45627869558862,101.78193734958391,-1.9074366694674127,2.4279396783521427,1081013.7086270978,17.68596388293522,-41.079373262197166,-2.519382426264009,3.6999239211298454,7.346022119851392,6.219306347393855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.2262603617277,983.5101209187134,21677.67731818551,3.863726422398868,15709.360705818257,332.68072775009057,948.1191014922643,3735983377.01525,88.50684661574178,147.54247440779267,232.1458160641185,339.73504373650314,459.0938857442038
1240,0,-3.931722406596207,15.539161923601633,241.4655532879108,0.3140204955539663,-56.66547974043341,31.84422088336977,88.50970062380318,-1.8276682288398085,2.3841444019394444,887929.3245442458,16.02884881613279,-35.91436194440745,-2.886905160164503,3.587435661090681,7.453180712672747,6.4743408212551845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.21026162418275,886.9450681644918,19240.7562457644,7.157854522021695,13588.032637196491,314.2785392175865,857.7493526376337,3068683745.6249137,76.4674685954427,132.48522872731962,208.79951738995726,312.23564550893514,456.9206070797651
1241,0,-3.807593859252103,16.3595261620659,267.63409624731867,0.4167720585673671,-60.67241467027286,46.548173574705125,107.22058824497799,-1.804524233430789,2.351659424121946,975047.7331964148,16.79678145491966,-37.466235212014425,-2.8991553985648544,4.296930104677225,8.794360627887293,7.196085503242079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.608708618487,922.3420362332065,19871.650458932734,1.6592037369109112,13159.044377575268,348.80111475923485,896.2595712032582,3369764965.92681,87.53220728238304,148.10226036392146,237.20537429012563,359.955387688241,513.9675427916773
1242,2,-4.6049998424363485,16.94861711177366,287.25562200150694,0.28715698771327036,-59.16859747167048,29.031490785965307,88.20008825763578,-1.9168634520648242,2.431701322241751,1066043.4470219947,17.563076198386934,-40.94462131763433,-2.4405326785836916,3.4749352767957564,7.184997435675598,5.915467955379448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.69900945709134,975.3596403454369,21749.510754685583,4.158218733006595,15914.879455460019,334.09400961465496,938.6887782310018,3684246152.908014,92.52634110008702,150.00266966206232,240.2204655338807,349.2684066822379,452.6258606746867
1243,0,-3.7981391578802164,16.322310765422174,266.4178287230166,0.5396345653367587,-60.55049972790944,30.36300690356085,90.91350663147028,-1.7948394766808409,2.2985293273171923,970595.7918991707,16.758391622874782,-37.879566997981854,-2.928722196579253,4.346729201943455,8.41985488475633,7.275451398522708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.8353788414683,923.6123076885657,19667.591181205597,6.317494707065368,13126.368929634027,339.03723968358804,897.6601618510641,3354379056.8035345,85.33192739320617,140.79126519819928,225.0611661641056,345.475635718229,495.2510737797117
1244,0,-3.586218381465682,16.34526903978884,267.16781998307954,0.490240442061173,-59.62689369128451,51.60014850172115,111.22704219300566,-1.7302444307898373,2.212918816448882,967779.4714996904,16.734060543174866,-37.28993196263751,-3.0336284047349746,4.596383305808397,9.389828217386832,7.630011710543371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.90807267763336,916.7312033291043,20563.608965614727,5.7542631129120085,12393.970726345398,353.32185429616766,893.5858398263933,3344645853.5029306,94.30614435657891,156.35040261051574,249.26846627741446,363.1031187625923,521.8053299605549
